,date,ticker
136,2021-08-20 21:10:34,NVDA
137,2021-08-20 19:45:51,UNH
138,2021-08-20 19:34:05,UNH
139,2021-08-20 19:31:14,FUTU
140,2021-08-20 01:12:00,UNH
141,2021-08-19 23:50:00,M
142,2021-08-19 21:55:21,HOOD
143,2021-08-18 00:53:32,UNH
144,2021-08-17 23:56:37,AAPL
145,2021-08-17 19:50:09,UPST
146,2021-08-17 19:49:31,UNH
147,2021-08-17 19:46:29,UNH
148,2021-08-17 19:46:08,SPY
149,2021-08-17 19:09:17,AAPL
150,2021-08-17 08:00:13,AAPL
151,2021-08-17 07:51:49,RL
152,2021-08-17 07:51:49,LVYMH
153,2021-08-17 06:08:35,UNH
154,2021-08-17 00:16:28,AAPL
155,2021-08-16 23:09:21,AAPL
156,2021-08-16 23:01:05,COST
157,2021-08-16 21:48:24,AAPL
158,2021-08-16 20:44:54,AAPL
159,2021-08-16 05:41:43,AAPL
160,2021-08-16 02:59:57,CVNA
161,2021-08-16 01:53:38,APPL
162,2021-08-16 01:34:39,COST
163,2021-08-15 23:37:48,COST
164,2021-08-15 10:24:49,SOFI
165,2021-08-15 08:33:34,SOFI
166,2021-08-15 04:18:14,NVDA
167,2021-08-15 04:18:14,WMT
168,2021-08-15 04:18:14,TGT
169,2021-08-15 04:18:14,HD
170,2021-08-15 04:18:14,RBLX
171,2021-08-15 04:18:14,AMAT
172,2021-08-15 04:18:14,UWMC
173,2021-08-15 04:18:14,NIU
174,2021-08-15 04:18:14,LOW
175,2021-08-15 04:18:14,RAIL
176,2021-08-15 04:18:14,CSCO
177,2021-08-15 04:18:14,M
178,2021-08-15 04:18:14,TJX
179,2021-08-15 04:18:14,DE
180,2021-08-15 04:18:14,OEG
181,2021-08-15 04:18:14,KSS
182,2021-08-15 04:18:14,POWW
183,2021-08-15 04:18:14,BILI
184,2021-08-15 04:18:14,ZIM
185,2021-08-15 04:18:14,A
186,2021-08-15 04:18:14,EL
187,2021-08-15 04:18:14,ADI
188,2021-08-15 04:18:14,GRUB
189,2021-08-15 04:18:14,DQ
190,2021-08-15 04:18:14,FUV
191,2021-08-15 04:18:14,FL
192,2021-08-15 04:18:14,EAT
193,2021-08-15 03:03:22,MRNA
194,2021-08-15 03:03:22,NVAX
195,2021-08-15 03:03:22,PFE
196,2021-08-15 03:03:22,BNTX
197,2021-08-15 03:03:22,JNJ
198,2021-08-15 03:03:22,AZN
199,2021-08-15 02:56:45,ATKR
200,2021-08-15 02:56:45,INMD
201,2021-08-15 02:56:45,FRHC
202,2021-08-14 23:23:18,UPST
203,2021-08-22 02:00:47,MSFT
204,2021-08-21 23:44:55,BTC
205,2021-08-21 02:31:24,MSFT
206,2021-08-21 02:06:01,AMZN
207,2021-08-21 02:06:01,CHWY
208,2021-08-21 02:06:01,FB
209,2021-08-21 02:06:01,SHOP
210,2021-08-21 02:06:01,SNAP
211,2021-08-20 22:08:29,MSFT
212,2021-08-20 21:25:57,SHOP
213,2021-08-20 21:18:17,SHOP
214,2021-08-20 19:56:56,CHWY
215,2021-08-20 19:49:57,SNAP
216,2021-08-20 19:44:53,MSFT
217,2021-08-20 19:39:32,MSFT
218,2021-08-20 19:19:08,MSFT
219,2021-08-20 03:33:02,AMZN
220,2021-08-20 03:33:02,CHWY
221,2021-08-20 03:33:02,FB
222,2021-08-20 03:33:02,SHOP
223,2021-08-20 03:33:02,SNAP
224,2021-08-19 21:32:04,AAPL
225,2021-08-19 19:38:14,BABA
226,2021-08-19 19:32:16,SPY
227,2021-08-19 03:26:47,SPY
228,2021-08-19 03:26:47,VIX
229,2021-08-19 01:35:23,SPY
230,2021-08-18 22:11:16,PLTR
231,2021-08-18 22:09:19,SNAP
232,2021-08-18 21:16:00,MSFT
233,2021-08-18 20:59:37,AAPL
234,2021-08-18 20:57:03,AAPL
235,2021-08-18 20:28:07,RBLX
236,2021-08-18 20:13:53,SNAP
237,2021-08-18 20:08:57,PLTR
238,2021-08-18 20:02:50,AMZN
239,2021-08-18 19:32:03,PFE
240,2021-08-18 19:19:49,TSM
241,2021-08-18 03:20:01,SNAP
242,2021-08-18 00:57:51,CRWD
243,2021-08-18 00:48:30,CRWD
244,2021-08-17 22:00:18,AAPL
245,2021-08-17 20:46:43,SPY
246,2021-08-17 20:46:43,VIX
247,2021-08-17 09:30:18,FB
248,2021-08-17 09:13:09,GOOGL
249,2021-08-17 08:58:27,SHOP
250,2021-08-17 08:43:21,MU
251,2021-08-17 04:50:53,AAPL
252,2021-08-17 04:50:52,AAPL
253,2021-08-17 00:47:14,FB
254,2021-08-17 00:25:44,MSFT
255,2021-08-16 23:41:54,GOOGL
256,2021-08-16 23:37:57,AMZN
257,2021-08-16 23:20:56,AAPL
258,2021-08-16 22:10:41,V
259,2021-08-16 20:29:22,QQQ
260,2021-08-16 19:48:44,QQQ
261,2021-08-16 19:11:00,AAPL
262,2021-08-16 07:34:17,AAPL
263,2021-08-16 07:34:17,FB
264,2021-08-16 07:34:17,PENN
265,2021-08-16 07:34:17,PLTR
266,2021-08-16 07:34:17,TSLA
267,2021-08-16 07:34:17,QQQ
268,2021-08-16 00:45:00,MSFT
269,2021-08-15 23:53:04,AAPL
270,2021-08-15 04:24:18,FUBO
271,2021-08-15 03:43:01,AMAT
